ANO;UF;Município;IDHM;IDHM_E;IDHM_L;IDHM_R
2010;31;Mercês;0,664;0,515;0,831;0,683
2010;31;Mesquita;0,656;0,555;0,796;0,638
2010;31;Minas Novas;0,633;0,528;0,802;0,600
2010;31;Minduri;0,658;0,560;0,805;0,631
2010;31;Mirabela;0,665;0,622;0,794;0,596
2010;31;Miradouro;0,663;0,546;0,827;0,645
2010;31;Miraí;0,680;0,567;0,837;0,663
2010;31;Miravânia;0,593;0,492;0,781;0,544
2010;31;Moeda;0,638;0,494;0,800;0,657
2010;31;Moema;0,721;0,629;0,848;0,703
2010;31;Monjolos;0,650;0,548;0,819;0,612
2010;31;Monsenhor Paulo;0,721;0,654;0,839;0,682
2010;31;Montalvânia;0,613;0,492;0,799;0,586
2010;31;Monte Alegre de Minas;0,674;0,516;0,848;0,699
2010;31;Monte Azul;0,659;0,578;0,811;0,611
2010;31;Monte Belo;0,688;0,567;0,847;0,677
2010;31;Monte Carmelo;0,728;0,620;0,868;0,716
2010;31;Monte Formoso;0,541;0,396;0,765;0,523
2010;31;Monte Santo de Minas;0,710;0,595;0,874;0,689
2010;31;Montes Claros;0,770;0,744;0,868;0,707
2010;31;Monte Sião;0,724;0,590;0,878;0,732
2010;31;Montezuma;0,587;0,425;0,809;0,587
2010;31;Morada Nova de Minas;0,696;0,590;0,830;0,688
2010;31;Morro da Garça;0,648;0,538;0,816;0,619
2010;31;Morro do Pilar;0,597;0,422;0,809;0,622
2010;31;Munhoz;0,647;0,520;0,821;0,634
2010;31;Muriaé;0,734;0,634;0,853;0,731
2010;31;Mutum;0,644;0,511;0,822;0,635
2010;31;Muzambinho;0,740;0,652;0,859;0,723
2010;31;Nacip Raydan;0,585;0,377;0,831;0,640
2010;31;Nanuque;0,701;0,609;0,850;0,666
2010;31;Naque;0,675;0,592;0,822;0,632
2010;31;Natalândia;0,671;0,557;0,846;0,641
2010;31;Natércia;0,693;0,612;0,805;0,677
2010;31;Nazareno;0,690;0,597;0,830;0,662
2010;31;Nepomuceno;0,667;0,549;0,822;0,658
2010;31;Ninheira;0,556;0,418;0,784;0,525
2010;31;Nova Belém;0,592;0,481;0,768;0,563
2010;31;Nova Era;0,709;0,639;0,825;0,675
2010;31;Nova Lima;0,813;0,704;0,885;0,864
2010;31;Nova Módica;0,630;0,527;0,779;0,610
2010;31;Nova Ponte;0,701;0,562;0,835;0,734
2010;31;Nova Porteirinha;0,641;0,556;0,811;0,584
2010;31;Nova Resende;0,671;0,525;0,839;0,687
2010;31;Nova Serrana;0,715;0,597;0,864;0,709
2010;31;Novo Cruzeiro;0,571;0,415;0,797;0,562
2010;31;Novo Oriente de Minas;0,555;0,400;0,754;0,568
2010;31;Novorizonte;0,616;0,500;0,804;0,582
2010;31;Olaria;0,636;0,490;0,823;0,638
2010;31;Olhos-d'Água;0,626;0,498;0,812;0,607
2010;31;Olímpio Noronha;0,674;0,577;0,809;0,656
2010;31;Oliveira;0,699;0,587;0,842;0,691
2010;31;Oliveira Fortes;0,635;0,523;0,794;0,616
2010;31;Onça de Pitangui;0,663;0,559;0,806;0,646
2010;31;Oratórios;0,637;0,500;0,824;0,627
2010;31;Orizânia;0,562;0,414;0,778;0,551
2010;31;Ouro Branco;0,764;0,680;0,872;0,753
2010;31;Ouro Fino;0,722;0,622;0,861;0,703
2010;31;Ouro Preto;0,741;0,677;0,834;0,721
2010;31;Ouro Verde de Minas;0,595;0,459;0,789;0,582
2010;31;Padre Carvalho;0,599;0,471;0,795;0,575
2010;31;Padre Paraíso;0,596;0,478;0,797;0,556
2010;31;Paineiras;0,669;0,526;0,824;0,691
2010;31;Pains;0,728;0,616;0,874;0,717
2010;31;Pai Pedro;0,590;0,520;0,760;0,520
2010;31;Paiva;0,720;0,672;0,845;0,657
2010;31;Palma;0,703;0,623;0,841;0,663
2010;31;Palmópolis;0,565;0,437;0,738;0,559
2010;31;Papagaios;0,666;0,545;0,833;0,650
2010;31;Paracatu;0,744;0,685;0,854;0,704
2010;31;Pará de Minas;0,725;0,628;0,848;0,715
2010;31;Paraguaçu;0,715;0,623;0,850;0,690
2010;31;Paraisópolis;0,729;0,657;0,852;0,692
2010;31;Paraopeba;0,694;0,625;0,793;0,674
2010;31;Passabém;0,642;0,533;0,787;0,631
2010;31;Passa Quatro;0,715;0,623;0,860;0,683
2010;31;Passa Tempo;0,687;0,594;0,808;0,676
2010;31;Passa-Vinte;0,648;0,507;0,809;0,662
2010;31;Passos;0,756;0,658;0,886;0,741
2010;31;Patis;0,614;0,534;0,787;0,550
2010;31;Patos de Minas;0,765;0,698;0,855;0,749
2010;31;Patrocínio;0,729;0,628;0,852;0,723
2010;31;Patrocínio do Muriaé;0,682;0,576;0,796;0,691
2010;31;Paula Cândido;0,637;0,497;0,823;0,632
2010;31;Paulistas;0,625;0,521;0,791;0,593
2010;31;Pavão;0,627;0,507;0,813;0,599
2010;31;Peçanha;0,627;0,497;0,787;0,630
2010;31;Pedra Azul;0,627;0,518;0,797;0,596
2010;31;Pedra Bonita;0,573;0,457;0,740;0,557
2010;31;Pedra do Anta;0,624;0,466;0,821;0,636
2010;31;Pedra do Indaiá;0,708;0,611;0,843;0,688
2010;31;Pedra Dourada;0,655;0,539;0,827;0,631
2010;31;Pedralva;0,675;0,563;0,807;0,677
2010;31;Pedras de Maria da Cruz;0,614;0,521;0,787;0,564
2010;31;Pedrinópolis;0,729;0,631;0,855;0,719
2010;31;Pedro Leopoldo;0,757;0,700;0,856;0,723
2010;31;Pedro Teixeira;0,637;0,555;0,794;0,587
2010;31;Pequeri;0,694;0,557;0,868;0,692
2010;31;Pequi;0,674;0,564;0,808;0,672
2010;31;Perdigão;0,703;0,579;0,843;0,711
2010;31;Perdizes;0,723;0,571;0,880;0,752
2010;31;Perdões;0,744;0,661;0,878;0,710
2010;31;Periquito;0,651;0,555;0,839;0,593
2010;31;Pescador;0,656;0,552;0,831;0,615
2010;31;Piau;0,629;0,467;0,824;0,647
2010;31;Piedade de Caratinga;0,612;0,477;0,773;0,621
2010;31;Piedade de Ponte Nova;0,639;0,528;0,802;0,616
2010;31;Piedade do Rio Grande;0,678;0,593;0,820;0,640
2010;31;Piedade dos Gerais;0,626;0,453;0,840;0,645
2010;31;Pimenta;0,686;0,556;0,832;0,697
2010;31;Pingo-d'Água;0,619;0,529;0,744;0,603
2010;31;Pintópolis;0,594;0,469;0,799;0,560
2010;31;Piracema;0,646;0,515;0,809;0,646
2010;31;Pirajuba;0,723;0,588;0,858;0,748
2010;31;Piranga;0,600;0,461;0,799;0,585
2010;31;Piranguçu;0,685;0,599;0,806;0,666
2010;31;Piranguinho;0,717;0,651;0,841;0,672
2010;31;Pirapetinga;0,709;0,624;0,841;0,680
2010;31;Pirapora;0,731;0,680;0,828;0,693
2010;31;Piraúba;0,684;0,564;0,843;0,673
2010;31;Pitangui;0,725;0,617;0,870;0,711
2010;31;Piumhi;0,737;0,625;0,878;0,729
2010;31;Planura;0,712;0,597;0,852;0,711
2010;31;Poço Fundo;0,691;0,541;0,866;0,705
2010;31;Poços de Caldas;0,779;0,706;0,872;0,768
2010;31;Pocrane;0,626;0,500;0,799;0,614
2010;31;Pompéu;0,689;0,564;0,834;0,694
2010;31;Ponte Nova;0,717;0,608;0,848;0,714
2010;31;Ponto Chique;0,606;0,493;0,797;0,565
2010;31;Ponto dos Volantes;0,595;0,478;0,781;0,564
2010;31;Porteirinha;0,651;0,585;0,796;0,593
2010;31;Porto Firme;0,634;0,516;0,804;0,615
2010;31;Poté;0,624;0,515;0,809;0,584
2010;31;Pouso Alegre;0,774;0,704;0,872;0,755
2010;31;Pouso Alto;0,710;0,573;0,847;0,736
2010;31;Prados;0,689;0,574;0,865;0,660
2010;31;Prata;0,695;0,536;0,852;0,736
2010;31;Pratápolis;0,729;0,639;0,862;0,703
2010;31;Pratinha;0,721;0,607;0,871;0,710
2010;31;Presidente Bernardes;0,632;0,521;0,804;0,603
2010;31;Presidente Juscelino;0,614;0,483;0,796;0,603
2010;31;Presidente Kubitschek;0,595;0,468;0,787;0,573
2010;31;Presidente Olegário;0,701;0,611;0,831;0,679
2010;31;Alto Jequitibá;0,660;0,554;0,787;0,660
2010;31;Prudente de Morais;0,690;0,629;0,795;0,658
2010;31;Quartel Geral;0,683;0,557;0,846;0,677
2010;31;Queluzito;0,682;0,575;0,823;0,669
2010;31;Raposos;0,730;0,661;0,832;0,706
2010;31;Raul Soares;0,655;0,520;0,823;0,658
2010;31;Recreio;0,692;0,589;0,841;0,668
2010;31;Reduto;0,629;0,480;0,801;0,647
2010;31;Resende Costa;0,685;0,568;0,823;0,689
2010;31;Resplendor;0,670;0,543;0,833;0,666
2010;31;Ressaquinha;0,683;0,599;0,834;0,638
2010;31;Riachinho;0,632;0,551;0,795;0,577
2010;31;Riacho dos Machados;0,627;0,547;0,808;0,557
2010;31;Ribeirão das Neves;0,684;0,591;0,822;0,658
2010;31;Ribeirão Vermelho;0,737;0,675;0,850;0,699
2010;31;Rio Acima;0,673;0,508;0,870;0,689
2010;31;Rio Casca;0,650;0,519;0,813;0,651
2010;31;Rio Doce;0,664;0,567;0,801;0,644
2010;31;Rio do Prado;0,605;0,479;0,807;0,573
2010;31;Rio Espera;0,602;0,474;0,801;0,575
2010;31;Rio Manso;0,648;0,501;0,802;0,676
2010;31;Rio Novo;0,707;0,631;0,835;0,671
2010;31;Rio Paranaíba;0,709;0,575;0,855;0,725
2010;31;Rio Pardo de Minas;0,624;0,520;0,798;0,586
2010;31;Rio Piracicaba;0,685;0,605;0,794;0,670
2010;31;Rio Pomba;0,714;0,609;0,863;0,694
2010;31;Rio Preto;0,679;0,557;0,847;0,665
2010;31;Rio Vermelho;0,558;0,389;0,787;0,566
2010;31;Ritápolis;0,653;0,526;0,815;0,649
2010;31;Rochedo de Minas;0,684;0,569;0,849;0,663
2010;31;Rodeiro;0,668;0,532;0,797;0,703
2010;31;Romaria;0,708;0,604;0,813;0,722
2010;31;Rosário da Limeira;0,662;0,548;0,812;0,653
2010;31;Rubelita;0,582;0,443;0,808;0,552
2010;31;Rubim;0,609;0,469;0,817;0,589
2010;31;Sabará;0,731;0,670;0,833;0,699
2010;31;Sabinópolis;0,638;0,502;0,812;0,637
2010;31;Sacramento;0,732;0,619;0,871;0,726
2010;31;Salinas;0,679;0,551;0,815;0,697
2010;31;Salto da Divisa;0,608;0,453;0,846;0,586
2010;31;Santa Bárbara;0,707;0,642;0,816;0,676
2010;31;Santa Bárbara do Leste;0,613;0,473;0,800;0,608
2010;31;Santa Bárbara do Monte Verde;0,606;0,438;0,823;0,617
2010;31;Santa Bárbara do Tugúrio;0,637;0,517;0,810;0,616
2010;31;Santa Cruz de Minas;0,706;0,636;0,839;0,660
2010;31;Santa Cruz de Salinas;0,577;0,463;0,757;0,548
2010;31;Santa Cruz do Escalvado;0,625;0,485;0,815;0,618
2010;31;Santa Efigênia de Minas;0,607;0,487;0,793;0,579
2010;31;Santa Fé de Minas;0,615;0,492;0,804;0,589
2010;31;Santa Helena de Minas;0,567;0,474;0,723;0,531
2010;31;Santa Juliana;0,706;0,558;0,868;0,726
2010;31;Santa Luzia;0,715;0,625;0,859;0,682
2010;31;Santa Margarida;0,610;0,455;0,785;0,635
2010;31;Santa Maria de Itabira;0,648;0,533;0,821;0,622
2010;31;Santa Maria do Salto;0,613;0,507;0,765;0,593
2010;31;Santa Maria do Suaçuí;0,640;0,511;0,817;0,629
2010;31;Santana da Vargem;0,698;0,587;0,850;0,681
2010;31;Santana de Cataguases;0,694;0,655;0,793;0,643
2010;31;Santana de Pirapama;0,628;0,493;0,816;0,617
2010;31;Santana do Deserto;0,651;0,493;0,849;0,660
2010;31;Santana do Garambéu;0,667;0,558;0,822;0,648
2010;31;Santana do Jacaré;0,647;0,523;0,790;0,655
2010;31;Santana do Manhuaçu;0,621;0,475;0,809;0,622
2010;31;Santana do Paraíso;0,685;0,552;0,878;0,663
2010;31;Santana do Riacho;0,665;0,551;0,834;0,641
2010;31;Santana dos Montes;0,647;0,557;0,801;0,608
2010;31;Santa Rita de Caldas;0,690;0,576;0,823;0,693
2010;31;Santa Rita de Jacutinga;0,682;0,567;0,826;0,676
2010;31;Santa Rita de Minas;0,613;0,464;0,791;0,627
2010;31;Santa Rita de Ibitipoca;0,630;0,505;0,793;0,625
2010;31;Santa Rita do Itueto;0,607;0,472;0,779;0,609
2010;31;Santa Rita do Sapucaí;0,721;0,620;0,830;0,727
2010;31;Santa Rosa da Serra;0,705;0,583;0,866;0,695
2010;31;Santa Vitória;0,710;0,576;0,865;0,718
2010;31;Santo Antônio do Amparo;0,672;0,576;0,823;0,641
2010;31;Santo Antônio do Aventureiro;0,671;0,545;0,841;0,660
2010;31;Santo Antônio do Grama;0,633;0,493;0,823;0,626
2010;31;Santo Antônio do Itambé;0,558;0,408;0,794;0,537
2010;31;Santo Antônio do Jacinto;0,574;0,427;0,772;0,575
2010;31;Santo Antônio do Monte;0,724;0,615;0,840;0,736
2010;31;Santo Antônio do Retiro;0,570;0,469;0,784;0,504
2010;31;Santo Antônio do Rio Abaixo;0,669;0,591;0,823;0,616
2010;31;Santo Hipólito;0,657;0,536;0,824;0,641
2010;31;Santos Dumont;0,741;0,697;0,847;0,688
2010;31;São Bento Abade;0,672;0,581;0,801;0,651
2010;31;São Brás do Suaçuí;0,664;0,541;0,801;0,675
2010;31;São Domingos das Dores;0,638;0,539;0,800;0,602
2010;31;São Domingos do Prata;0,690;0,593;0,823;0,674
2010;31;São Félix de Minas;0,620;0,510;0,795;0,589
2010;31;São Francisco;0,638;0,542;0,804;0,595
2010;31;São Francisco de Paula;0,660;0,537;0,812;0,660
2010;31;São Francisco de Sales;0,688;0,528;0,867;0,711
2010;31;São Francisco do Glória;0,663;0,541;0,833;0,647
2010;31;São Geraldo;0,651;0,507;0,831;0,656
2010;31;São Geraldo da Piedade;0,600;0,447;0,774;0,625
2010;31;São Geraldo do Baixio;0,630;0,482;0,824;0,631
2010;31;São Gonçalo do Abaeté;0,670;0,568;0,796;0,665
2010;31;São Gonçalo do Pará;0,689;0,570;0,842;0,682
2010;31;São Gonçalo do Rio Abaixo;0,667;0,569;0,792;0,658
2010;31;São Gonçalo do Sapucaí;0,715;0,609;0,850;0,706
2010;31;São Gotardo;0,736;0,632;0,855;0,739
2010;31;São João Batista do Glória;0,724;0,631;0,845;0,713
2010;31;São João da Lagoa;0,634;0,546;0,813;0,575
2010;31;São João da Mata;0,653;0,501;0,822;0,676
2010;31;São João da Ponte;0,569;0,419;0,786;0,559
2010;31;São João das Missões;0,529;0,381;0,776;0,502
2010;31;São João del Rei;0,758;0,690;0,860;0,733
2010;31;São João do Manhuaçu;0,650;0,498;0,836;0,659
2010;31;São João do Manteninha;0,640;0,522;0,805;0,623
2010;31;São João do Oriente;0,648;0,536;0,805;0,631
2010;31;São João do Pacuí;0,625;0,504;0,798;0,606
2010;31;São João do Paraíso;0,615;0,493;0,808;0,583
2010;31;São João Evangelista;0,638;0,520;0,806;0,620
2010;31;São João Nepomuceno;0,708;0,600;0,850;0,696
2010;31;São Joaquim de Bicas;0,662;0,518;0,844;0,664
2010;31;São José da Barra;0,739;0,637;0,876;0,722
2010;31;São José da Lapa;0,729;0,679;0,844;0,677
2010;31;São José da Safira;0,583;0,432;0,765;0,600
2010;31;São José da Varginha;0,704;0,597;0,857;0,682
2010;31;São José do Alegre;0,717;0,652;0,837;0,676
2010;31;São José do Divino;0,658;0,583;0,778;0,627
2010;31;São José do Goiabal;0,666;0,553;0,814;0,657
2010;31;São José do Jacuri;0,566;0,417;0,749;0,582
2010;31;São José do Mantimento;0,657;0,562;0,823;0,612
2010;31;São Lourenço;0,759;0,673;0,871;0,746
2010;31;São Miguel do Anta;0,644;0,523;0,828;0,616
2010;31;São Pedro da União;0,674;0,539;0,836;0,680
2010;31;São Pedro dos Ferros;0,659;0,576;0,789;0,631
2010;31;São Pedro do Suaçuí;0,622;0,501;0,785;0,611
2010;31;São Romão;0,640;0,568;0,787;0,586
2010;31;São Roque de Minas;0,672;0,517;0,838;0,699
2010;31;São Sebastião da Bela Vista;0,692;0,569;0,848;0,687
2010;31;São Sebastião da Vargem Alegre;0,660;0,552;0,827;0,631
2010;31;São Sebastião do Anta;0,607;0,490;0,766;0,597
2010;31;São Sebastião do Maranhão;0,581;0,427;0,816;0,564
2010;31;São Sebastião do Oeste;0,626;0,434;0,832;0,678
2010;31;São Sebastião do Paraíso;0,722;0,613;0,836;0,735
2010;31;São Sebastião do Rio Preto;0,632;0,472;0,809;0,662
2010;31;São Sebastião do Rio Verde;0,676;0,568;0,845;0,645
2010;31;São Tiago;0,662;0,533;0,825;0,660
2010;31;São Tomás de Aquino;0,700;0,568;0,874;0,692
2010;31;São Thomé das Letras;0,667;0,578;0,801;0,640
2010;31;São Vicente de Minas;0,715;0,644;0,845;0,673
2010;31;Sapucaí-Mirim;0,680;0,563;0,842;0,664
2010;31;Sardoá;0,636;0,533;0,812;0,594
2010;31;Sarzedo;0,734;0,643;0,871;0,706
2010;31;Setubinha;0,542;0,400;0,743;0,536
2010;31;Sem-Peixe;0,654;0,543;0,826;0,623
2010;31;Senador Amaral;0,661;0,564;0,821;0,623
2010;31;Senador Cortes;0,674;0,534;0,834;0,689
2010;31;Senador Firmino;0,644;0,505;0,829;0,639
2010;31;Senador José Bento;0,684;0,585;0,824;0,663
2010;31;Senador Modestino Gonçalves;0,620;0,539;0,782;0,566
2010;31;Senhora de Oliveira;0,631;0,521;0,801;0,603
2010;31;Senhora do Porto;0,565;0,378;0,802;0,595
2010;31;Senhora dos Remédios;0,626;0,548;0,776;0,578
2010;31;Sericita;0,560;0,375;0,776;0,602
2010;31;Seritinga;0,660;0,512;0,853;0,657
2010;31;Serra Azul de Minas;0,557;0,398;0,809;0,537
2010;31;Serra da Saudade;0,677;0,542;0,863;0,663
2010;31;Serra dos Aimorés;0,651;0,539;0,784;0,653
2010;31;Serra do Salitre;0,696;0,549;0,852;0,722
2010;31;Serrania;0,677;0,569;0,833;0,655
2010;31;Serranópolis de Minas;0,633;0,539;0,773;0,608
2010;31;Serranos;0,643;0,499;0,834;0,638
2010;31;Serro;0,656;0,520;0,834;0,650
2010;31;Sete Lagoas;0,760;0,705;0,840;0,742
2010;31;Silveirânia;0,652;0,511;0,841;0,645
2010;31;Silvianópolis;0,699;0,559;0,865;0,706
2010;31;Simão Pereira;0,638;0,478;0,843;0,645
2010;31;Simonésia;0,632;0,493;0,823;0,622
2010;31;Sobrália;0,631;0,510;0,805;0,611
2010;31;Soledade de Minas;0,697;0,606;0,831;0,673
2010;31;Tabuleiro;0,681;0,578;0,821;0,666
2010;31;Taiobeiras;0,670;0,578;0,815;0,639
2010;31;Taparuba;0,645;0,557;0,799;0,604
2010;31;Tapira;0,712;0,561;0,847;0,759
2010;31;Tapiraí;0,667;0,522;0,847;0,670
2010;31;Taquaraçu de Minas;0,651;0,525;0,818;0,643
2010;31;Tarumirim;0,633;0,499;0,829;0,614
2010;31;Teixeiras;0,675;0,558;0,804;0,685
2010;31;Teófilo Otoni;0,701;0,598;0,824;0,698
2010;31;Timóteo;0,770;0,742;0,836;0,737
2010;31;Tiradentes;0,740;0,619;0,885;0,741
2010;31;Tiros;0,683;0,532;0,852;0,703
2010;31;Tocantins;0,688;0,597;0,800;0,682
2010;31;Tocos do Moji;0,696;0,631;0,808;0,661
2010;31;Toledo;0,661;0,546;0,802;0,660
2010;31;Tombos;0,718;0,607;0,871;0,699
2010;31;Três Corações;0,744;0,660;0,855;0,730
2010;31;Três Marias;0,752;0,695;0,866;0,706
2010;31;Três Pontas;0,731;0,643;0,850;0,714
2010;31;Tumiritinga;0,626;0,482;0,827;0,615
2010;31;Tupaciguara;0,719;0,605;0,863;0,711
2010;31;Turmalina;0,682;0,602;0,816;0,646
2010;31;Turvolândia;0,696;0,576;0,829;0,707
2010;31;Ubá;0,724;0,620;0,841;0,727
2010;31;Ubaí;0,609;0,519;0,787;0,552
2010;31;Ubaporanga;0,614;0,475;0,805;0,604
2010;31;Uberaba;0,772;0,705;0,845;0,772
2010;31;Uberlândia;0,789;0,716;0,885;0,776
2010;31;Umburatiba;0,638;0,531;0,815;0,599
2010;31;Unaí;0,736;0,651;0,847;0,723
2010;31;União de Minas;0,672;0,534;0,829;0,684
2010;31;Uruana de Minas;0,664;0,602;0,793;0,612
2010;31;Urucânia;0,633;0,498;0,811;0,628
2010;31;Urucuia;0,619;0,543;0,781;0,559
2010;31;Vargem Alegre;0,631;0,486;0,819;0,631
2010;31;Vargem Bonita;0,696;0,597;0,847;0,667
2010;31;Vargem Grande do Rio Pardo;0,634;0,559;0,811;0,563
2010;31;Varginha;0,778;0,707;0,875;0,760
2010;31;Varjão de Minas;0,711;0,631;0,847;0,673
2010;31;Várzea da Palma;0,666;0,573;0,814;0,634
2010;31;Varzelândia;0,594;0,477;0,806;0,546
2010;31;Vazante;0,742;0,666;0,866;0,707
2010;31;Verdelândia;0,584;0,462;0,797;0,542
2010;31;Veredinha;0,632;0,555;0,785;0,579
2010;31;Veríssimo;0,667;0,501;0,869;0,683
2010;31;Vermelho Novo;0,612;0,475;0,790;0,610
2010;31;Vespasiano;0,688;0,592;0,811;0,677
2010;31;Viçosa;0,775;0,696;0,883;0,758
2010;31;Vieiras;0,668;0,592;0,808;0,623
2010;31;Mathias Lobato;0,612;0,483;0,795;0,596
2010;31;Virgem da Lapa;0,610;0,488;0,797;0,585
2010;31;Virgínia;0,651;0,523;0,829;0,635
2010;31;Virginópolis;0,675;0,580;0,831;0,638
2010;31;Virgolândia;0,620;0,497;0,795;0,602
2010;31;Visconde do Rio Branco;0,709;0,591;0,850;0,709
2010;31;Volta Grande;0,669;0,531;0,841;0,669
2010;31;Wenceslau Braz;0,678;0,576;0,842;0,644
2010;32;AFONSO CLÁUDIO;0,667;0,544;0,825;0,661
2010;32;ÁGUIA BRANCA;0,678;0,595;0,792;0,660
2010;32;ÁGUA DOCE DO NORTE;0,652;0,546;0,819;0,619
2010;32;ALEGRE;0,721;0,630;0,839;0,708
2010;32;ALFREDO CHAVES;0,710;0,611;0,832;0,703
2010;32;ALTO RIO NOVO;0,664;0,567;0,815;0,634
2010;32;ANCHIETA;0,730;0,654;0,856;0,696
2010;32;APIACÁ;0,673;0,549;0,841;0,659
2010;32;ARACRUZ;0,752;0,707;0,838;0,717
2010;32;ATILIO VIVACQUA;0,708;0,637;0,841;0,663
2010;32;BAIXO GUANDU;0,702;0,637;0,811;0,670
2010;32;BARRA DE SÃO FRANCISCO;0,683;0,580;0,815;0,673
2010;32;BOA ESPERANÇA;0,679;0,590;0,816;0,651
2010;32;BOM JESUS DO NORTE;0,734;0,673;0,854;0,689
2010;32;BREJETUBA;0,656;0,540;0,828;0,630
2010;32;CACHOEIRO DE ITAPEMIRIM;0,746;0,677;0,837;0,733
2010;32;CARIACICA;0,718;0,628;0,844;0,699
2010;32;CASTELO;0,726;0,639;0,852;0,703
2010;32;COLATINA;0,746;0,668;0,841;0,738
2010;32;CONCEIÇÃO DA BARRA;0,681;0,603;0,810;0,648
2010;32;CONCEIÇÃO DO CASTELO;0,670;0,541;0,810;0,685
2010;32;DIVINO DE SÃO LOURENÇO;0,632;0,496;0,819;0,622
2010;32;DOMINGOS MARTINS;0,669;0,528;0,833;0,680
2010;32;DORES DO RIO PRETO;0,654;0,542;0,813;0,635
2010;32;ECOPORANGA;0,662;0,562;0,819;0,631
2010;32;FUNDÃO;0,718;0,623;0,839;0,708
2010;32;GOVERNADOR LINDENBERG;0,694;0,608;0,823;0,669
2010;32;GUAÇUÍ;0,703;0,595;0,846;0,691
2010;32;GUARAPARI;0,731;0,626;0,837;0,746
2010;32;IBATIBA;0,647;0,501;0,830;0,651
2010;32;IBIRAÇU;0,726;0,625;0,835;0,733
2010;32;IBITIRAMA;0,622;0,481;0,821;0,609
2010;32;ICONHA;0,729;0,658;0,830;0,709
2010;32;IRUPI;0,637;0,493;0,798;0,658
2010;32;ITAGUAÇU;0,702;0,641;0,802;0,672
2010;32;ITAPEMIRIM;0,654;0,540;0,808;0,640
2010;32;ITARANA;0,684;0,568;0,809;0,696
2010;32;IÚNA;0,666;0,537;0,829;0,665
2010;32;JAGUARÉ;0,678;0,568;0,810;0,678
2010;32;JERÔNIMO MONTEIRO;0,698;0,589;0,844;0,685
2010;32;JOÃO NEIVA;0,753;0,663;0,857;0,751
2010;32;LARANJA DA TERRA;0,656;0,550;0,810;0,633
2010;32;LINHARES;0,724;0,630;0,834;0,721
2010;32;MANTENÓPOLIS;0,657;0,551;0,810;0,636
2010;32;MARATAÍZES;0,696;0,588;0,847;0,676
2010;32;MARECHAL FLORIANO;0,710;0,589;0,849;0,715
2010;32;MARILÂNDIA;0,696;0,612;0,823;0,668
2010;32;MIMOSO DO SUL;0,670;0,541;0,827;0,672
2010;32;MONTANHA;0,667;0,535;0,816;0,679
2010;32;MUCURICI;0,666;0,577;0,828;0,617
2010;32;MUNIZ FREIRE;0,645;0,512;0,821;0,637
2010;32;MUQUI;0,694;0,619;0,802;0,673
2010;32;NOVA VENÉCIA;0,712;0,621;0,841;0,692
2010;32;PANCAS;0,667;0,562;0,815;0,648
2010;32;PEDRO CANÁRIO;0,654;0,536;0,812;0,643
2010;32;PINHEIROS;0,673;0,558;0,816;0,668
2010;32;PIÚMA;0,727;0,643;0,852;0,702
2010;32;PONTO BELO;0,669;0,605;0,783;0,631
2010;32;PRESIDENTE KENNEDY;0,657;0,553;0,808;0,636
2010;32;RIO BANANAL;0,681;0,579;0,802;0,680
2010;32;RIO NOVO DO SUL;0,711;0,620;0,837;0,692
2010;32;SANTA LEOPOLDINA;0,626;0,477;0,797;0,646
2010;32;SANTA MARIA DE JETIBÁ;0,671;0,521;0,834;0,695
2010;32;SANTA TERESA;0,714;0,604;0,834;0,722
2010;32;SÃO DOMINGOS DO NORTE;0,682;0,575;0,811;0,679
2010;32;SÃO GABRIEL DA PALHA;0,709;0,578;0,835;0,739
2010;32;SÃO JOSÉ DO CALÇADO;0,688;0,599;0,814;0,669
2010;32;SÃO MATEUS;0,735;0,655;0,843;0,719
2010;32;SÃO ROQUE DO CANAÃ;0,700;0,623;0,803;0,686
2010;32;SERRA;0,739;0,664;0,844;0,720
2010;32;SOORETAMA;0,662;0,556;0,802;0,650
2010;32;VARGEM ALTA;0,663;0,544;0,814;0,658
2010;32;VENDA NOVA DO IMIGRANTE;0,728;0,624;0,845;0,731
2010;32;VIANA;0,686;0,589;0,816;0,672
2010;32;VILA PAVÃO;0,681;0,588;0,830;0,647
2010;32;VILA VALÉRIO;0,675;0,549;0,816;0,686
2010;32;VILA VELHA;0,800;0,734;0,864;0,807
2010;32;VITÓRIA;0,845;0,805;0,855;0,876
2010;33;ANGRA DOS REIS;0,724;0,605;0,846;0,740
2010;33;APERIBÉ;0,692;0,631;0,785;0,670
2010;33;ARARUAMA;0,718;0,617;0,839;0,714
2010;33;AREAL;0,684;0,566;0,823;0,686
2010;33;ARMAÇÃO DOS BÚZIOS;0,728;0,624;0,824;0,750
2010;33;ARRAIAL DO CABO;0,733;0,677;0,805;0,722
2010;33;BARRA DO PIRAÍ;0,733;0,665;0,819;0,723
2010;33;BARRA MANSA;0,729;0,657;0,819;0,720
2010;33;BELFORD ROXO;0,684;0,598;0,808;0,662
2010;33;BOM JARDIM;0,660;0,503;0,809;0,707
2010;33;BOM JESUS DO ITABAPOANA;0,732;0,662;0,819;0,723
2010;33;CABO FRIO;0,735;0,640;0,836;0,743
2010;33;CACHOEIRAS DE MACACU;0,700;0,603;0,817;0,695
2010;33;CAMBUCI;0,691;0,608;0,809;0,672
2010;33;CARAPEBUS;0,713;0,644;0,805;0,699
